date,open,high,low,close,volume
4/1/19,190.9,190.94,187.66,190.51,27969260
3/29/19,189.1,189.35,187.82,189.22,23654704
3/28/19,188.23,188.83,186.81,188,20860388
3/27/19,188.03,189.03,185.83,187.75,29963372
3/26/19,190.93,192.14,183.87,186.07,49992320
3/25/19,190.78,191.24,185.88,188.02,44014140
3/22/19,194.59,196.93,190.05,190.32,42570976
3/21/19,189.29,195.58,189.08,194.34,51230768
3/20/19,185.52,188.76,184.02,187.44,31154746
3/19/19,187.63,188.26,185.21,185.81,31768236
3/18/19,185.09,187.67,185.08,187.3,26320804
3/15/19,184.14,186.61,183.04,185.41,39193264
3/14/19,183.19,183.39,181.86,183.03,23670312
3/13/19,181.55,182.6,180.23,181.01,31152028
3/12/19,179.31,181.97,178.68,180.22,32592616
3/11/19,174.82,178.43,174.68,178.21,32134308
3/8/19,169.67,172.41,168.85,172.25,24091778
3/7/19,173.2,173.77,171.36,171.84,24891864
3/6/19,174,174.82,173.27,173.85,20890524
3/5/19,175.27,175.32,173.87,174.86,19813428
3/4/19,175.02,177.07,173.3,175.18,27541858
3/1/19,173.61,174.48,172.23,174.3,25985852
2/28/19,173.65,174.24,172.26,172.49,28324072
2/27/19,172.55,174.33,172.07,174.2,27942582
2/26/19,173.04,174.63,172.51,173.66,17135948
2/25/19,173.49,175.2,173.28,173.56,21957592
2/22/19,170.92,172.34,170.72,172.31,18985988
2/21/19,171.14,171.71,169.65,170.4,17316096
2/20/19,170.53,172.66,170.33,171.37,26214928
2/19/19,169.06,170.78,168.84,170.27,19045888
2/15/19,170.59,171.04,169.1,169.77,24721650
2/14/19,169.06,170.6,168.73,170.14,21919836
2/13/19,170.73,171.82,169.27,169.53,22576842
2/12/19,169.45,170.34,169.05,170.23,22369336
2/11/19,170.39,170.55,168.6,168.78,21074268
2/8/19,168.34,170.01,167.77,169.76,23911696
2/7/19,171.01,172.53,168.96,169.56,32000584
2/6/19,173.24,174.15,171.45,172.83,28469920
2/5/19,171.46,173.66,170.96,172.77,36396084
2/4/19,166.06,170.27,165.93,169.86,31752468
2/1/19,165.61,167.61,164.59,165.17,32934588
1/31/19,164.77,167.63,163.23,165.09,41071932
1/30/19,161.93,164.81,158.93,163.91,61608208
1/29/19,154.99,156.85,152.86,153.43,41926436
1/28/19,154.53,155.07,152.42,155.04,26405688
1/25/19,154.22,156.85,153.07,156.48,33821520
1/24/19,152.86,153.23,150.51,151.46,25649056
1/23/19,152.9,153.88,150.47,152.67,23319228
1/22/19,155.14,155.46,151.39,152.06,30641872
1/18/19,156.23,156.6,154.72,155.55,34026304
1/17/19,152.95,156.38,152.02,154.6,30064388
1/16/19,151.84,154.62,151.76,153.69,30819040
1/15/19,149.05,152.15,148.84,151.83,28944492
1/14/19,149.63,150.05,148.01,148.79,32703768
1/11/19,151.64,152.46,150.28,151.06,27243648
1/10/19,151.27,152.72,149.64,152.56,36072504
1/9/19,150.07,153.28,148.42,152.07,45466920
1/8/19,148.35,150.59,147.32,149.53,41359928
1/7/19,147.5,147.63,144.72,146.73,55224544
1/4/19,143.36,147.35,142.64,147.06,59085084
1/3/19,142.82,144.54,140.85,141.04,92056960
1/2/19,153.64,157.56,152.98,156.64,37341844
12/31/18,157.25,158.07,155.21,156.46,35288964
12/28/18,156.23,157.24,153.3,154.97,42636364
12/27/18,154.58,155.5,148.86,154.89,53550304
12/26/18,147.1,155.96,145.53,155.9,59060360
12/24/18,146.95,150.32,145.4,145.64,37472392
12/21/18,155.59,156.88,148.42,149.51,96525304
12/20/18,159.1,160.8,154.04,155.56,65301268
12/19/18,164.66,166.1,157.8,159.59,49447340
12/18/18,164.04,166.17,163.06,164.73,34117540
12/17/18,164.11,166.99,161.41,162.61,44649144
12/14/18,167.63,167.71,163.94,164.14,41035700
12/13/18,169.11,171.17,168.18,169.57,32157994
12/12/18,169.02,170.53,167.65,167.73,35918264
12/11/18,170.27,170.4,165.65,167.27,47667308
12/10/18,163.67,168.71,162.01,168.23,62531896
12/7/18,172.09,173.08,166.94,167.13,42626492
12/6/18,170.37,173.37,169.04,173.31,43449932
12/4/18,179.49,180.91,174.84,175.26,41681496
12/3/18,182.97,183.44,179.74,183.32,41130760
11/30/18,178.83,178.87,175.6,177.14,39853980
11/29/18,181.18,181.32,176.26,178.1,42110680
11/28/18,175.3,179.82,173.51,179.48,46438236
11/27/18,170.12,173.36,169.5,172.83,41724944
11/26/18,172.83,173.53,168.88,173.21,45365540
11/23/18,173.52,175.17,170.71,170.9,23816656
11/21/18,178.28,178.81,175.12,175.35,31378068
11/20/18,176.93,180,174.09,175.55,68378448
11/19/18,188.46,189.16,183.49,184.36,42262792
11/16/18,188.96,193.39,187.93,191.96,37229448
11/15/18,186.87,190.42,185.39,189.86,46857896
11/14/18,192.33,192.91,184.43,185.29,61296868
11/13/18,190.08,195.58,189.9,190.67,47265328
11/12/18,197.39,198.23,192.22,192.6,51552592
11/9/18,203.89,204.34,200.61,202.82,34646048
11/8/18,208.28,208.42,205.08,206.8,25569500
11/7/18,203.59,207.64,201.77,207.53,33814624
11/6/18,199.59,202.36,199.36,201.42,32255076
11/5/18,201.94,202.03,195.88,199.26,66936056
11/2/18,207.13,211.18,203.06,205.09,92394816
11/1/18,216.52,219.79,214.31,219.66,59004040
10/31/18,214.38,217.91,214.12,216.33,38806728
10/30/18,208.71,212.7,206.86,210.84,37087952
10/29/18,216.66,217.15,203.71,209.79,46471768
10/26/18,213.41,217.65,210.22,213.8,47810064
10/25/18,215.2,218.83,214.25,217.26,30204300
10/24/18,220.03,221.64,212.06,212.61,41402920
10/23/18,213.34,220.67,212.22,220.16,39220416
10/22/18,217.25,220.78,216.41,218.1,29128196
10/19/18,215.54,218.71,214.92,216.78,33464882
10/18/18,215.35,217.2,210.54,213.53,32961664
10/17/18,219.73,220.07,216.81,218.64,23152556
10/16/18,216.4,220.42,214.26,219.59,29524652
10/15/18,218.61,219.27,214.76,214.85,31150456
10/12/18,217.88,220.31,214.34,219.55,40808752
10/11/18,212.04,216.97,209.87,211.98,53744560
10/10/18,222.86,223.74,213.56,213.86,42480748
10/9/18,221.06,224.65,219.68,224.25,27204952
10/8/18,219.65,222.21,217.66,221.19,30010214
10/5/18,225.33,225.77,218.03,221.7,33972476
10/4/18,228.12,229.67,224.11,225.36,32416054
10/3/18,227.4,230.78,227.13,229.39,28989310
10/2/18,224.63,227.35,224.01,226.63,25077544
10/1/18,225.32,226.77,223.74,224.64,23876314
9/28/18,222.2,223.23,221.43,223.14,23197038
9/27/18,221.24,223.83,220.96,222.35,30533558
9/26/18,218.45,221.17,217.22,217.88,24264700
9/25/18,217.21,220.25,217.16,219.63,24841022
9/24/18,214.32,218.71,214.13,218.24,28016648
9/21/18,218.23,218.81,214.78,215.15,97370320
9/20/18,217.7,219.72,216.62,217.49,26919422
9/19/18,215.98,217.09,212.82,215.85,27440472
9/18/18,215.28,219.29,214.61,215.72,31940276
9/17/18,219.59,220.38,214.76,215.37,37629344
9/14/18,223.15,224.22,219.95,221.26,32372844
9/13/18,220.94,225.71,220,223.8,42193252
9/12/18,222.34,222.4,217.3,218.52,49854016
9/11/18,215.49,221.71,214.06,221.27,36166380
9/10/18,218.4,219.29,213.97,215.81,39977764
9/7/18,219.29,222.77,218.16,218.75,38058980
9/6/18,223.62,224.73,218.75,220.53,34690272
9/5/18,226.35,227.02,222.5,224.25,33722084
9/4/18,225.77,226.54,224.01,225.72,27709880
8/31/18,223.9,226.23,223.39,225,43846080
8/30/18,220.67,225.63,219.83,222.43,49363436
8/29/18,217.61,220.91,216.88,220.41,27572972
8/28/18,216.48,218,216.39,217.16,23042660
8/27/18,214.64,216.22,213.83,215.43,20764724
8/24/18,214.1,214.4,212.63,213.67,18692046
8/23/18,212.17,214.55,212.12,213,19103664
8/22/18,211.63,213.86,211.37,212.57,19240144
8/21/18,214.3,214.68,211.56,212.56,26465140
8/20/18,215.58,216.65,212.63,212.97,30641268
8/17/18,210.98,215.44,210.7,215.07,35840568
8/16/18,209.31,211.34,209.03,210.86,28833076
8/15/18,206.81,208.31,205.93,207.81,29143860
8/14/18,207.73,208.13,205.86,207.33,20990218
8/13/18,205.3,208.52,205.3,206.46,26193126
8/10/18,204.97,206.69,204.29,205.14,24898510
8/9/18,204.17,206.63,204.09,205.75,23850228
8/8/18,202.96,204.69,201.45,204.14,22868366
8/7/18,206.18,206.36,203.66,204,25976876
8/6/18,204.88,206.11,203.97,205.94,25812410
8/3/18,203.93,205.61,202.4,204.87,33956528
8/2/18,197.57,205.26,197.35,204.28,63353920
8/1/18,196.14,198.73,194.35,198.48,68969824
7/31/18,187.45,189.26,186.5,187.44,39972368
7/30/18,189.02,189.32,186.24,187.06,21349644
7/27/18,192.07,192.26,187.25,188.12,24389662
7/26/18,191.69,193.02,190.71,191.3,19366336
7/25/18,190.17,191.93,189.54,191.9,17082612
7/24/18,189.56,190.76,189.17,190.11,18982514
7/23/18,187.82,189.08,186.72,188.74,16232752
7/20/18,188.9,189.54,187.32,188.57,21021224
7/19/18,186.85,189.66,186.85,189,20595552
7/18/18,188.9,188.92,187.08,187.55,16642918
7/17/18,186.9,188.99,186.36,188.58,15770986
7/16/18,188.65,189.76,187.56,188.05,15272093
7/13/18,188.21,188.96,188.04,188.46,12710365
7/12/18,186.69,188.54,186.47,188.17,18315750
7/11/18,185.67,186.93,184.8,185.06,19118120
7/10/18,187.85,188.41,187.33,187.5,16181772
7/9/18,186.66,187.82,186.46,187.72,20057366
7/6/18,182.64,185.61,182.42,185.15,17751402
7/5/18,182.48,183.62,181.52,182.62,16856994
7/3/18,184.97,185.13,180.79,181.16,14167224
7/2/18,181.06,184.49,180.67,184.37,18001248
6/29/18,183.5,184.38,180.17,182.33,23083776
6/28/18,181.34,183.42,181.04,182.72,17629566
6/27/18,182.45,184.47,181.27,181.4,25670216
6/26/18,180.25,183.73,179.8,181.66,24943190
6/25/18,180.65,182.15,178.02,179.44,32145068
6/22/18,183.33,183.36,181.93,182.15,27614488
6/21/18,184.44,185.53,182.17,182.68,26103280
6/20/18,183.56,184.39,182.95,183.7,20942708
6/19/18,182.36,183.54,180.7,182.91,34089584
6/18/18,185.06,186.38,184.39,185.91,18766238
6/15/18,187.18,187.31,185.44,186.01,62658644
6/14/18,188.68,188.7,187.37,187.94,21939020
6/13/18,189.53,189.99,187.58,187.84,21967768
6/12/18,188.52,189.72,188.28,189.4,17168560
6/11/18,188.48,189.09,187.36,188.36,18587148
6/8/18,188.3,189.12,186.92,188.83,27062564
6/7/18,191.23,191.29,189.45,190.56,21672124
6/6/18,190.73,191.17,189.04,191.07,21252268
6/5/18,190.17,191.03,189.48,190.41,21894236
6/4/18,188.76,190.52,188.48,188.95,26665994
6/1/18,185.17,187.41,184.93,187.39,23799348
5/31/18,184.41,185.41,183.35,184.07,27901132
5/30/18,184.91,185.18,183.98,184.69,18975052
5/29/18,184.79,185.92,184.07,185.08,22856780
5/25/18,185.41,186.81,184.84,185.75,17726752
5/24/18,185.94,186.01,183.42,185.33,23587640
5/23/18,183.56,185.67,182.97,185.54,20363740
5/22/18,185.55,186.05,183.98,184.35,15472695
5/21/18,185.18,186.43,184.11,184.82,18680880
5/18/18,184.38,184.99,183.34,183.52,18576252
5/17/18,185.18,186.08,183.57,184.19,17557276
5/16/18,183.28,185.63,183.21,185.36,19475066
5/15/18,183.98,184.27,182.32,183.64,24055842
5/14/18,186.18,186.69,185.04,185.33,21095062
5/11/18,186.65,187.21,184.64,185.76,26611220
5/10/18,184.21,186.8,184.13,186.47,28524910
5/9/18,183.05,183.88,181.74,183.84,23655424
5/8/18,181.52,182.72,180.22,182.56,28946312
5/7/18,181.7,184.15,181.28,181.68,43263804
5/4/18,174.9,180.79,174.82,180.38,57276824
5/3/18,172.58,174.17,171.17,173.57,34720132
5/2/18,171.93,174.41,170.54,173.25,67812720
5/1/18,163.29,166.02,162.17,165.92,54594516
4/30/18,159.09,164.12,158.8,162.16,43239344
4/27/18,160.92,161.24,157.61,159.27,36338172
4/26/18,161.04,162.62,160.3,161.14,28498132
4/25/18,159.57,162.31,159.36,160.58,28925222
4/24/18,162.56,163.21,158.19,159.88,34336768
4/23/18,163.7,163.79,161.01,162.14,37214260
4/20/18,167.39,168,162.32,162.61,66744424
4/19/18,171.66,172.1,169.42,169.56,35474924
4/18/18,174.47,175.46,173.56,174.5,21151708
4/17/18,173.18,175.58,173.1,174.89,27114580
4/16/18,171.74,172.88,171.55,172.52,21991358
4/13/18,171.5,172.54,170.59,171.45,25605048
4/12/18,170.15,171.71,169.79,170.87,23327308
4/11/18,169,170.66,168.48,169.2,22860904
4/10/18,169.75,170.73,168.31,170,29161820
4/9/18,166.69,169.84,166.66,166.86,29573020
4/6/18,167.76,169.24,165.04,165.22,35675176
4/5/18,169.34,170.96,168.85,169.56,27448608
4/4/18,161.78,168.78,161.68,168.39,35267724
4/3/18,164.49,165.58,161.78,165.23,30857468
4/2/18,164.73,165.77,161.38,163.55,38306076
3/29/18,164.65,168.52,163.77,164.63,39133324
3/28/18,164.11,166.83,162.09,163.35,42465944
3/27/18,170.42,171.86,163.79,165.18,41705700
3/26/18,164.91,169.85,163.31,169.53,38259652
3/23/18,165.23,166.73,161.84,161.84,41813940
3/22/18,166.81,169.44,165.43,165.68,42284764
3/21/18,171.75,171.8,168.04,168.05,37764044
3/20/18,171.95,173.48,171.66,171.95,20025372
3/19/18,173.99,174.14,170.4,172.01,34086832
3/16/18,175.3,175.76,174.28,174.68,40158764
3/15/18,175.15,176.86,174.73,175.3,23179038
3/14/18,176.93,177.13,174.47,175.09,29930368
3/13/18,179.16,180.05,175.87,176.59,32300038
3/12/18,176.9,178.97,176.83,178.31,32823416
3/9/18,174.62,176.62,174.06,176.6,32801080
3/8/18,172.18,173.79,171.78,173.62,24229064
3/7/18,171.66,172.55,171,171.74,32310160
3/6/18,174.57,174.9,172.82,173.35,24243738
3/5/18,171.92,174.4,171.24,173.5,28944872
3/2/18,169.56,172.99,169.21,172.9,39189832
3/1/18,175.19,176.4,169.42,171.71,49735880
2/28/18,175.89,177.22,174.71,174.78,38505164
2/27/18,175.74,177.09,174.81,175.04,39673080
2/26/18,173.04,176.02,172.9,175.61,38892472
2/23/18,170.41,172.35,170.28,172.2,34459416
2/22/18,168.57,170.68,168.49,169.26,31585024
2/21/18,169.58,170.85,167.8,167.86,38188704
2/20/18,168.82,170.99,168.2,168.62,34579856
2/16/18,169.12,171.54,168.54,169.19,40944928
2/15/18,166.6,169.84,165.83,169.74,52125960
2/14/18,159.98,164.39,159.82,164.23,41422744
2/13/18,158.91,161.66,158.61,161.25,33172044
2/12/18,155.52,160.81,154.55,159.65,61983424
2/9/18,154.12,154.93,147.42,153.47,72025048
2/8/18,156.64,157.34,151.5,151.62,55657376
2/7/18,159.37,159.68,155.45,155.91,52810640
2/6/18,151.31,159.99,150.49,159.32,69833368
2/5/18,155.48,160.15,152.45,152.93,74432736
2/2/18,162.22,163,156.46,156.85,88610760
2/1/18,163.36,164.78,162.96,163.96,48330880
1/31/18,163.07,164.61,162.71,163.62,33235424
1/30/18,161.76,163.56,160.95,163.17,47120732
1/29/18,166.29,166.29,163.27,164.14,51819916
1/26/18,168.08,168.08,166.19,167.61,40054724
1/25/18,170.53,170.97,166.65,167.22,42496292
1/24/18,173.22,173.26,169.26,170.25,52295424
1/23/18,173.26,175.36,172.8,173.01,33450536
1/22/18,173.26,173.73,172.58,172.97,27739958
1/19/18,174.54,175.49,173.37,174.4,33180304
1/18/18,175.29,176,174.19,175.18,31919902
1/17/18,172.14,175.17,171.09,175.02,35187768
1/16/18,173.85,175.31,172.13,172.18,30254592
1/12/18,172.17,173.32,171.65,173.06,26010114
1/11/18,170.62,171.49,170.52,171.29,19102532
1/10/18,169.22,170.33,169.06,170.32,24517964
1/9/18,170.58,171.08,169.46,170.36,22086726
1/8/18,170.38,171.61,169.97,170.38,21046824
1/5/18,169.49,171.38,169.11,171.02,24211102
1/4/18,168.61,169.52,168.16,169.09,22957140
1/3/18,168.6,170.58,168.05,168.31,30205424
1/2/18,166.29,168.38,165.41,168.34,26151178
12/29/17,166.64,166.71,165.37,165.38,26605506
12/28/17,167.11,167.94,166.6,167.19,16864040
12/27/17,166.23,166.89,165.85,166.72,21998944
12/26/17,166.91,167.57,165.82,166.69,33958488
12/22/17,170.7,171.43,170.53,171.03,16730251
12/21/17,170.21,172.01,170.14,171.03,21437856
12/20/17,170.89,171.43,169.31,170.38,24022438
12/19/17,171.05,171.4,170.13,170.57,28075492
12/18/17,170.9,173.17,170.88,172.4,30106384
12/15/17,169.68,170.21,168.53,170.01,41104924
12/14/17,168.48,169.19,167.74,168.3,20953476
12/13/17,168.57,169.59,168.08,168.35,24373222
12/12/17,168.23,168.47,167.56,167.79,19861304
12/11/17,165.35,168.95,164.95,168.74,36095348
12/8/17,166.61,167.11,164.98,165.51,23899216
12/7/17,165.18,166.56,165.07,165.47,26271284
12/6/17,163.69,166.33,162.67,165.16,29225214
12/5/17,165.21,167.62,164.57,165.78,27987188
12/4/17,168.55,168.69,165.77,165.94,33300356
12/1/17,166.08,167.76,164.66,167.16,40685356
11/30/17,166.55,168.22,164.61,167.94,42494464
11/29/17,168.7,168.98,163.36,165.62,42636852
11/28/17,170.33,170.89,167.95,169.13,27044376
11/27/17,171.07,171.1,169.39,170.13,21199334
11/24/17,171.11,171.51,170.67,170.99,14353377
11/22/17,169.41,171.02,169.11,170.98,26184936
11/21/17,166.89,169.75,166.89,169.2,25716648
11/20/17,166.41,166.68,165.7,166.11,16641227
11/17/17,167.15,167.49,165.78,166.28,22409624
11/16/17,167.28,167.96,166.42,167.21,24188042
11/15/17,166.1,166.44,164.55,165.23,29837216
11/14/17,169.1,169.53,167.28,167.44,25359716
11/13/17,169.55,170.53,169.45,170.01,17377622
11/10/17,171.12,171.39,170.3,170.69,25731184
11/9/17,170.51,171.47,168.59,171.26,30277754
11/8/17,170.07,171.61,169.75,171.61,25067860
11/7/17,169.34,170.65,169.04,170.22,25018524
11/6/17,167.84,170.39,167.21,169.67,35970976
11/3/17,169.43,169.68,166.63,167.97,61000640
11/2/17,163.24,164.07,160.94,163.7,42509768
11/1/17,165.41,165.48,161.26,162.51,34544988
10/31/17,163.49,165.19,162.56,164.6,37019028
10/30/17,159.59,163.66,159.42,162.34,45906372
10/27/17,155.11,159.3,154.53,158.77,45653104
10/26/17,153.1,153.68,152.66,153.28,17458976
10/25/17,152.79,153.41,151.19,152.3,21779060
10/24/17,152.19,153.29,152.1,152.97,18236148
10/23/17,152.77,153.55,151.42,152.07,22577252
10/20/17,152.5,153.61,151.86,152.15,24620736
10/19/17,152.63,152.95,150.95,151.88,43732680
10/18/17,156.21,156.49,155.41,155.56,16815780
10/17/17,155.58,156.65,155.05,156.26,19509638
10/16/17,153.75,155.8,153.51,155.68,24772018
10/13/17,152.61,153.15,152.3,152.87,16836344
10/12/17,152.24,153.24,151.64,151.9,16559951
10/11/17,151.87,152.86,151.66,152.44,17361592
10/10/17,151.96,153.85,151.03,151.81,16038210
10/9/17,151.72,152.61,151.4,151.75,16701539
10/6/17,150.9,151.41,150.5,151.22,17877044
10/5/17,150.13,151.36,150,151.31,21857800
10/4/17,149.6,149.82,148.46,149.45,20707574
10/3/17,149.97,151.02,149.87,150.42,16668028
10/2/17,150.21,150.39,148.71,149.77,19203156
9/29/17,149.19,150.08,148.01,150.07,27009128
9/28/17,149.85,150.23,148.69,149.25,22598948
9/27/17,149.76,150.66,149.51,150.18,26192086
9/26/17,147.79,149.88,147.71,149.12,37648780
9/25/17,146.05,147.84,145.24,146.6,45584480
9/22/17,148.03,148.27,146.61,147.9,47903488
9/21/17,151.71,151.71,148.74,149.36,38523368
9/20/17,153.75,154.1,149.79,151.97,54379488
9/19/17,155.32,155.57,154.28,154.56,21371900
9/18/17,155.91,156.29,153.85,154.5,29031872
9/15/17,154.31,156.74,153.85,155.68,50439244
9/14/17,154.81,155.21,153.94,154.12,24401586
9/13/17,155.67,155.76,153.76,155.46,46118532
9/12/17,158.34,159.65,154.6,156.64,73648208
9/11/17,156.29,157.79,155.69,157.26,32432544
9/8/17,156.64,156.92,154.37,154.46,29383200
9/7/17,157.83,157.98,156.15,157.02,22519922
9/6/17,158.44,158.71,156.3,157.66,22235682
9/5/17,159.45,159.94,156.34,157.82,30332920
9/1/17,160.47,160.61,159.33,159.74,17038516
8/31/17,159.34,160.2,159.19,159.69,27507500
8/30/17,159.5,159.59,158.34,159.06,28005054
8/29/17,155.9,158.84,155.8,158.63,30312994
8/28/17,155.93,157.75,155.73,157.23,26666284
8/25/17,155.46,156.34,155.09,155.66,26167270
8/24/17,156.22,156.52,154.39,155.09,20353440
8/23/17,154.89,156.26,154.71,155.78,19922280
8/22/17,154.07,155.8,153.87,155.58,22187268
8/21/17,153.36,153.74,151.04,153.08,27079696
8/18/17,153.71,155.31,152.6,153.36,28167816
8/17/17,156.3,156.49,153.69,153.71,28694132
8/16/17,157.69,158.24,155.94,156.72,28417926
8/15/17,156.44,157.94,155.93,157.36,30260182
8/14/17,155.14,156,154.58,155.65,22719392
8/11/17,152.49,154.41,151.97,153.34,26965260
8/10/17,155.7,155.8,150.57,151.24,41904780
8/9/17,154.47,156.42,154.33,156.22,26941692
8/8/17,153.83,156.96,153.51,155.27,37328396
8/7/17,152.34,154.14,151.96,154.03,22548370
8/4/17,151.38,152.67,151.01,151.69,21197274
8/3/17,152.33,152.48,150.36,150.89,27937400
8/2/17,154.49,154.95,151.46,152.41,72105072
8/1/17,144.62,145.7,143.95,145.54,36465188
7/31/17,145.39,145.81,143.68,144.26,20461208
7/28/17,145.38,145.71,144.7,145,17747332
7/27/17,149.13,149.36,142.87,146.03,33483208
7/26/17,148.74,149.3,148.46,148.85,16270211
7/25/17,147.24,149.21,147.24,148.15,19438464
7/24/17,146.05,147.86,145.39,147.52,22159518
7/21/17,145.48,145.92,144.4,145.75,27066546
7/20/17,146.94,147.18,145.67,145.82,17778360
7/19/17,145.95,146.87,145.44,146.48,21571648
7/18/17,144.71,145.62,144.2,145.57,18422780
7/17/17,144.34,146.36,144.1,145.06,24531130
7/14/17,143.52,144.84,142.9,144.56,20756218
7/13/17,141.12,144.02,141.07,143.33,25980636
7/12/17,141.48,141.78,140.47,141.36,25655976
7/11/17,140.38,141.46,140.04,141.15,20395136
7/10/17,139.78,141.56,139.06,140.7,21744512
7/7/17,138.6,140.4,138.6,139.84,19797026
7/6/17,138.72,139.18,138.13,138.44,24876852
7/5/17,139.37,140.44,138.43,139.76,22238284
7/3/17,140.52,140.93,138.8,139.18,14720506
6/30/17,140.11,140.6,139.46,139.69,23737928
6/29/17,140.36,140.77,138,139.36,32475950
6/28/17,140.15,141.72,138.86,141.44,22767056
6/27/17,140.65,141.76,139.3,139.41,25529588
6/26/17,142.74,143.82,141.01,141.43,26488908
6/23/17,140.77,142.73,140.75,141.88,36538128
6/22/17,141.39,142.29,140.76,141.25,19698650
6/21/17,141.14,141.68,140.26,141.48,21925056
6/20/17,142.45,142.45,140.58,140.65,25672056
6/19/17,139.34,142.33,139.34,141.94,33550292
6/16/17,139.46,140.15,137.92,137.99,51922452
6/15/17,139.01,140.14,137.93,139.95,33162604
6/14/17,143.06,143.06,139.51,140.79,32508802
6/13/17,142.73,143.02,140.79,142.18,35224684
6/12/17,141.36,141.7,138.22,141.05,74549096
6/9/17,150.52,150.52,141.63,144.5,66894232
6/8/17,150.58,150.86,149.76,150.33,21909640
6/7/17,150.36,151.29,149.83,150.7,21722872
6/6/17,149.27,151.12,149.16,149.81,27450384
6/5/17,149.7,149.81,148.85,149.3,26117024
6/2/17,148.96,150.78,148.29,150.78,28631696
6/1/17,148.56,148.72,147.64,148.57,16912666
5/31/17,149.34,149.53,147.8,148.17,25209228
5/30/17,148.81,149.79,148.72,149.05,20750848
5/26/17,149.37,149.6,148.7,148.99,22607462
5/25/17,149.11,149.71,148.43,149.24,19831964
5/24/17,149.21,149.53,148.08,148.73,19815008
5/23/17,150.24,150.24,148.7,149.18,20536420
5/22/17,149.37,149.93,148.31,149.36,23678472
5/19/17,148.77,149.35,148.04,148.46,27796660
5/18/17,146.72,148.73,146.59,147.95,34608940
5/17/17,148.98,149.92,145.21,145.73,52341644
5/16/17,151.25,151.37,150.07,150.79,20670044
5/15/17,151.32,151.94,150.39,151.02,26816104
5/12/17,150.05,151.72,150.02,151.41,33535460
5/11/17,147.87,149.44,147.73,149.32,28100052
5/10/17,148.4,148.7,146.93,148.04,26715570
5/9/17,148.63,149.61,148.22,148.75,40510056
5/8/17,143.95,148.47,143.95,147.8,50471368
5/5/17,141.76,143.91,141.76,143.89,28291268
5/4/17,141.53,142.13,140.84,141.54,24195936
5/3/17,140.63,142.47,139.36,142.05,47308260
5/2/17,142.52,143.05,141.84,142.49,46951260
5/1/17,140.16,142.19,140.02,141.59,34787744
4/28/17,139.18,139.39,138.39,138.76,21595868
4/27/17,139.02,139.25,138.43,138.89,14748654
4/26/17,139.55,139.68,138.49,138.79,20747868
4/25/17,139.01,139.96,138.97,139.61,19536888
4/24/17,138.61,139.05,138.3,138.75,17738468
4/21/17,137.59,137.82,137.02,137.42,17931642
4/20/17,136.41,138.05,136.35,137.59,24141780
4/19/17,137.05,137.16,135.67,135.89,17939352
4/18/17,136.59,137.2,136.3,136.39,15215758
4/17/17,136.66,137.05,136.07,137,17166756
4/13/17,137.08,137.53,136.25,136.25,18451292
4/12/17,136.78,137.31,136.21,136.97,21067516
4/11/17,138.07,138.47,135.29,136.81,31450516
4/10/17,138.71,138.98,138.03,138.29,19600964
4/7/17,138.83,139.27,138.39,138.46,17260036
4/6/17,139.38,139.6,138.56,138.77,21894724
